Nome do Ativo;Data;Dividend Yield;Taxa Indicativa
IFIX;11/12/2020;0,0662;
IFIX;14/12/2020;0,0661;
IFIX;15/12/2020;0,066;
IFIX;16/12/2020;0,0659;
IFIX;17/12/2020;0,0665;
IFIX;18/12/2020;0,0659;
IFIX;21/12/2020;0,0658;
IFIX;22/12/2020;0,0654;
IFIX;23/12/2020;0,065;
IFIX;24/12/2020;;
IFIX;28/12/2020;0,0648;
IFIX;29/12/2020;0,0644;
IFIX;30/12/2020;0,0641;
IFIX;31/12/2020;;
IFIX;04/01/2021;0,0624;
IFIX;05/01/2021;0,0625;
IFIX;06/01/2021;0,0624;
IFIX;07/01/2021;0,0626;
IFIX;08/01/2021;0,0625;
IFIX;11/01/2021;0,0634;
IFIX;12/01/2021;0,0632;
IFIX;13/01/2021;0,0638;
IFIX;14/01/2021;0,0637;
IFIX;15/01/2021;0,0635;
IFIX;18/01/2021;0,0638;
IFIX;19/01/2021;0,0637;
IFIX;20/01/2021;0,0636;
IFIX;21/01/2021;0,0634;
IFIX;22/01/2021;0,0636;
IFIX;25/01/2021;;
IFIX;26/01/2021;0,0641;
IFIX;27/01/2021;0,0641;
IFIX;28/01/2021;0,0645;
IFIX;29/01/2021;0,0642;
IFIX;01/02/2021;0,0692;
IFIX;02/02/2021;0,0691;
IFIX;03/02/2021;0,0691;
IFIX;04/02/2021;0,0648;
IFIX;05/02/2021;0,0646;
IFIX;08/02/2021;0,0658;
IFIX;09/02/2021;0,0659;
IFIX;10/02/2021;0,0663;
IFIX;11/02/2021;0,0654;
IFIX;12/02/2021;0,0654;
IFIX;17/02/2021;0,0653;
IFIX;18/02/2021;0,0653;
IFIX;19/02/2021;0,0656;
IFIX;22/02/2021;0,0658;
IFIX;23/02/2021;0,0655;
IFIX;24/02/2021;0,0654;
IFIX;25/02/2021;0,0654;
IFIX;26/02/2021;0,0656;
IFIX;01/03/2021;0,0705;
IFIX;02/03/2021;0,0711;
IFIX;03/03/2021;;
IFIX;04/03/2021;;
IFIX;05/03/2021;0,0671;
IFIX;08/03/2021;0,0682;
IFIX;09/03/2021;0,0684;
IFIX;10/03/2021;0,0691;
IFIX;11/03/2021;0,0685;
IFIX;12/03/2021;0,0684;
IFIX;15/03/2021;0,0682;
IFIX;16/03/2021;0,0684;
IFIX;17/03/2021;0,0685;
IFIX;18/03/2021;0,0685;
IFIX;19/03/2021;0,0685;
IFIX;22/03/2021;0,0685;
IFIX;23/03/2021;0,0688;
IFIX;24/03/2021;0,0688;
IFIX;25/03/2021;0,0688;
IFIX;26/03/2021;0,0688;
IFIX;29/03/2021;0,0687;
IFIX;30/03/2021;;
IFIX;31/03/2021;0,0681;
IFIX;01/04/2021;0,0724;
IFIX;05/04/2021;0,0725;
IFIX;06/04/2021;0,069;
IFIX;07/04/2021;0,0689;
IFIX;08/04/2021;0,069;
IFIX;09/04/2021;0,0698;
IFIX;12/04/2021;0,0699;
IFIX;13/04/2021;0,0697;
IFIX;14/04/2021;0,0701;
IFIX;15/04/2021;0,0697;
IFIX;16/04/2021;0,0698;
IFIX;19/04/2021;0,0699;
IFIX;20/04/2021;0,0701;
IFIX;22/04/2021;0,07;
IFIX;23/04/2021;0,0699;
IFIX;26/04/2021;0,07;
IFIX;27/04/2021;0,07;
IFIX;28/04/2021;0,07;
IFIX;29/04/2021;0,0699;
IFIX;30/04/2021;0,0696;
IFIX;03/05/2021;0,0714;
IFIX;04/05/2021;0,0715;
IFIX;05/05/2021;0,0685;
IFIX;06/05/2021;0,0684;
IFIX;07/05/2021;0,0684;
IFIX;10/05/2021;0,0696;
IFIX;11/05/2021;0,0699;
IFIX;12/05/2021;0,0698;
IFIX;13/05/2021;0,0703;
IFIX;14/05/2021;0,0701;
IFIX;17/05/2021;0,0704;
IFIX;18/05/2021;0,0704;
IFIX;19/05/2021;0,0704;
IFIX;20/05/2021;0,0706;
IFIX;21/05/2021;0,0704;
IFIX;24/05/2021;0,0706;
IFIX;25/05/2021;0,0708;
IFIX;26/05/2021;0,0711;
IFIX;27/05/2021;0,071;
IFIX;28/05/2021;0,0705;
IFIX;31/05/2021;0,0704;
IFIX;01/06/2021;0,0751;
IFIX;02/06/2021;0,0718;
IFIX;04/06/2021;;
IFIX;07/06/2021;0,0715;
IFIX;08/06/2021;0,0715;
IFIX;09/06/2021;0,0724;
IFIX;10/06/2021;;
IFIX;11/06/2021;0,0719;
IFIX;14/06/2021;0,0728;
IFIX;15/06/2021;0,0728;
IFIX;16/06/2021;0,073;
IFIX;17/06/2021;0,0729;
IFIX;18/06/2021;0,0729;
IFIX;21/06/2021;0,0731;
IFIX;22/06/2021;0,0732;
IFIX;23/06/2021;0,0738;
IFIX;24/06/2021;0,0737;
IFIX;25/06/2021;0,0753;
IFIX;28/06/2021;0,0759;
IFIX;29/06/2021;0,0747;
IFIX;30/06/2021;0,0745;
IFIX;01/07/2021;0,0797;
IFIX;02/07/2021;0,0757;
IFIX;05/07/2021;0,0757;
IFIX;06/07/2021;0,0759;
IFIX;07/07/2021;0,076;
IFIX;08/07/2021;0,077;
IFIX;09/07/2021;;
IFIX;12/07/2021;0,0754;
IFIX;13/07/2021;0,0747;
IFIX;14/07/2021;0,0748;
IFIX;15/07/2021;0,0746;
IFIX;16/07/2021;0,0745;
IFIX;19/07/2021;0,075;
IFIX;20/07/2021;0,0748;
IFIX;21/07/2021;0,0747;
IFIX;22/07/2021;0,0752;
IFIX;23/07/2021;0,0754;
IFIX;26/07/2021;0,0755;
IFIX;27/07/2021;0,0756;
IFIX;28/07/2021;0,0757;
IFIX;29/07/2021;0,0761;
IFIX;30/07/2021;0,0766;
IFIX;02/08/2021;0,0817;
IFIX;03/08/2021;0,0821;
IFIX;04/08/2021;0,0788;
IFIX;05/08/2021;0,0791;
IFIX;06/08/2021;0,0793;
IFIX;09/08/2021;0,0807;
IFIX;10/08/2021;0,0811;
IFIX;11/08/2021;0,0812;
IFIX;12/08/2021;0,0817;
IFIX;13/08/2021;0,0813;
IFIX;16/08/2021;0,0818;
IFIX;17/08/2021;0,0823;
IFIX;18/08/2021;0,0821;
IFIX;19/08/2021;0,0827;
IFIX;20/08/2021;0,0822;
IFIX;23/08/2021;0,0819;
IFIX;24/08/2021;0,0817;
IFIX;25/08/2021;0,0817;
IFIX;26/08/2021;0,0817;
IFIX;27/08/2021;0,0822;
IFIX;30/08/2021;0,0818;
IFIX;31/08/2021;0,0816;
IFIX;01/09/2021;0,0868;
IFIX;02/09/2021;0,0835;
IFIX;03/09/2021;0,0837;
IFIX;06/09/2021;0,0819;
IFIX;08/09/2021;0,0825;
IFIX;09/09/2021;0,0834;
IFIX;10/09/2021;0,0822;
IFIX;13/09/2021;0,0827;
IFIX;14/09/2021;0,0825;
IFIX;15/09/2021;0,0821;
IFIX;16/09/2021;0,0827;
IFIX;17/09/2021;0,0827;
IFIX;20/09/2021;0,0837;
IFIX;21/09/2021;0,0835;
IFIX;22/09/2021;0,0833;
IFIX;23/09/2021;0,0834;
IFIX;24/09/2021;0,0835;
IFIX;27/09/2021;0,0836;
IFIX;28/09/2021;0,0839;
IFIX;29/09/2021;0,0839;
IFIX;30/09/2021;0,0835;
IFIX;01/10/2021;0,0887;
IFIX;04/10/2021;0,0854;
IFIX;05/10/2021;0,0854;
IFIX;06/10/2021;0,0853;
IFIX;07/10/2021;0,0853;
IFIX;08/10/2021;0,0865;
IFIX;11/10/2021;0,0855;
IFIX;13/10/2021;0,0865;
IFIX;14/10/2021;0,0864;
IFIX;15/10/2021;0,0858;
IFIX;18/10/2021;0,0861;
IFIX;19/10/2021;0,0865;
IFIX;20/10/2021;0,0863;
IFIX;21/10/2021;0,0869;
IFIX;22/10/2021;0,0875;
IFIX;25/10/2021;0,0877;
IFIX;26/10/2021;0,0881;
IFIX;27/10/2021;0,0885;
IFIX;28/10/2021;0,0887;
IFIX;29/10/2021;0,0886;
IFIX;01/11/2021;0,0945;
IFIX;03/11/2021;0,095;
IFIX;04/11/2021;0,0913;
IFIX;05/11/2021;0,0914;
IFIX;08/11/2021;0,0923;
IFIX;09/11/2021;0,0942;
IFIX;10/11/2021;0,0944;
IFIX;11/11/2021;0,094;
IFIX;12/11/2021;0,0952;
IFIX;16/11/2021;0,095;
IFIX;17/11/2021;0,0953;
IFIX;18/11/2021;0,0957;
IFIX;19/11/2021;0,0958;
IFIX;22/11/2021;0,0964;
IFIX;23/11/2021;0,0969;
IFIX;24/11/2021;0,0976;
IFIX;25/11/2021;0,0975;
IFIX;26/11/2021;0,1003;
IFIX;29/11/2021;0,0996;
IFIX;30/11/2021;0,0995;
IFIX;01/12/2021;0,1058;
IFIX;02/12/2021;0,1058;
IFIX;03/12/2021;0,1004;
IFIX;06/12/2021;0,0992;
IFIX;07/12/2021;0,0984;
IFIX;08/12/2021;0,0996;
IFIX;09/12/2021;0,0997;
IFIX;10/12/2021;0,0985;
IFIX;13/12/2021;0,0989;
IFIX;14/12/2021;0,0985;
IFIX;15/12/2021;0,098;
IFIX;16/12/2021;0,0977;
IFIX;17/12/2021;0,0975;
IFIX;20/12/2021;0,0972;
IFIX;21/12/2021;0,0969;
IFIX;22/12/2021;0,0968;
IFIX;23/12/2021;0,0969;
IFIX;24/12/2021;;
IFIX;27/12/2021;0,0963;
IFIX;28/12/2021;0,0954;
IFIX;29/12/2021;0,0949;
IFIX;30/12/2021;0,0945;
IFIX;31/12/2021;;
IFIX;03/01/2022;0,0925;
IFIX;04/01/2022;0,096;
IFIX;05/01/2022;0,0969;
IFIX;06/01/2022;0,0982;
IFIX;07/01/2022;0,098;
IFIX;10/01/2022;0,0983;
IFIX;11/01/2022;0,0981;
IFIX;12/01/2022;0,0979;
IFIX;13/01/2022;0,098;
IFIX;14/01/2022;0,0978;
IFIX;17/01/2022;0,0966;
IFIX;18/01/2022;0,0965;
IFIX;19/01/2022;0,0964;
IFIX;20/01/2022;0,0965;
IFIX;21/01/2022;0,0963;
IFIX;24/01/2022;0,0967;
IFIX;25/01/2022;0,097;
IFIX;26/01/2022;0,0975;
IFIX;27/01/2022;0,0979;
IFIX;28/01/2022;0,0977;
IFIX;31/01/2022;0,0927;
IFIX;01/02/2022;0,0992;
IFIX;02/02/2022;0,0994;
IFIX;03/02/2022;0,0999;
IFIX;04/02/2022;0,0998;
IFIX;07/02/2022;0,0987;
IFIX;08/02/2022;0,1001;
IFIX;09/02/2022;0,0997;
IFIX;10/02/2022;0,1;
IFIX;11/02/2022;0,1007;
IFIX;14/02/2022;0,1007;
IFIX;15/02/2022;0,101;
IFIX;16/02/2022;0,1012;
IFIX;17/02/2022;0,1014;
IFIX;18/02/2022;0,1013;
IFIX;21/02/2022;0,1018;
IFIX;22/02/2022;0,102;
IFIX;23/02/2022;0,1022;
IFIX;24/02/2022;0,0981;
IFIX;25/02/2022;0,0969;
IFIX;02/03/2022;0,1032;
IFIX;03/03/2022;0,1031;
IFIX;04/03/2022;0,1028;
IFIX;07/03/2022;0,1017;
IFIX;08/03/2022;0,1027;
IFIX;09/03/2022;0,1036;
IFIX;10/03/2022;0,1034;
IFIX;11/03/2022;0,1043;
IFIX;14/03/2022;0,1054;
IFIX;15/03/2022;0,1055;
IFIX;16/03/2022;0,1054;
IFIX;17/03/2022;0,1054;
IFIX;18/03/2022;0,105;
IFIX;21/03/2022;0,105;
IFIX;22/03/2022;0,1047;
IFIX;23/03/2022;0,1045;
IFIX;24/03/2022;0,1047;
IFIX;25/03/2022;0,1043;
IFIX;28/03/2022;0,1043;
IFIX;29/03/2022;0,1038;
IFIX;30/03/2022;0,1033;
IFIX;31/03/2022;0,0985;
IFIX;01/04/2022;0,1044;
IFIX;04/04/2022;0,1042;
IFIX;05/04/2022;0,1042;
IFIX;06/04/2022;0,1048;
IFIX;07/04/2022;0,1033;
IFIX;08/04/2022;0,1045;
IFIX;11/04/2022;0,1045;
IFIX;12/04/2022;0,1047;
IFIX;13/04/2022;0,1055;
IFIX;14/04/2022;0,1052;
IFIX;18/04/2022;0,106;
IFIX;19/04/2022;0,1057;
IFIX;20/04/2022;0,1058;
IFIX;22/04/2022;0,1059;
IFIX;25/04/2022;0,1061;
IFIX;26/04/2022;0,1062;
IFIX;27/04/2022;0,1063;
IFIX;28/04/2022;0,1061;
IFIX;29/04/2022;0,1121;
IFIX;02/05/2022;0,1084;
IFIX;03/05/2022;0,1085;
IFIX;04/05/2022;0,1088;
IFIX;05/05/2022;0,109;
IFIX;06/05/2022;0,1093;
IFIX;09/05/2022;0,11;
IFIX;10/05/2022;0,1108;
IFIX;11/05/2022;0,1106;
IFIX;12/05/2022;0,1112;
IFIX;13/05/2022;0,1105;
IFIX;16/05/2022;0,1108;
IFIX;17/05/2022;0,1105;
IFIX;18/05/2022;0,1102;
IFIX;19/05/2022;0,1105;
IFIX;20/05/2022;0,1102;
IFIX;23/05/2022;0,1101;
IFIX;24/05/2022;0,11;
IFIX;25/05/2022;0,1099;
IFIX;26/05/2022;0,1098;
IFIX;27/05/2022;0,1095;
IFIX;30/05/2022;0,1093;
IFIX;31/05/2022;0,1041;
IFIX;01/06/2022;0,1111;
IFIX;02/06/2022;0,1112;
IFIX;03/06/2022;0,111;
IFIX;06/06/2022;0,111;
IFIX;07/06/2022;0,1098;
IFIX;08/06/2022;0,1116;
IFIX;09/06/2022;0,1113;
IFIX;10/06/2022;0,1118;
IFIX;13/06/2022;0,1131;
IFIX;14/06/2022;0,1131;
IFIX;15/06/2022;0,1131;
IFIX;17/06/2022;0,1133;
IFIX;20/06/2022;0,113;
IFIX;21/06/2022;0,113;
IFIX;22/06/2022;0,1131;
IFIX;23/06/2022;0,1134;
IFIX;24/06/2022;0,1134;
IFIX;27/06/2022;0,1135;
IFIX;28/06/2022;0,1138;
IFIX;29/06/2022;0,1138;
IFIX;30/06/2022;0,1081;
IFIX;01/07/2022;0,1161;
IFIX;04/07/2022;0,116;
IFIX;05/07/2022;0,1164;
IFIX;06/07/2022;0,1165;
IFIX;07/07/2022;0,1151;
IFIX;08/07/2022;0,1168;
IFIX;11/07/2022;0,1172;
IFIX;12/07/2022;0,1176;
IFIX;13/07/2022;0,1183;
IFIX;14/07/2022;0,118;
IFIX;15/07/2022;0,1178;
IFIX;18/07/2022;0,1177;
IFIX;19/07/2022;0,1179;
IFIX;20/07/2022;0,1177;
IFIX;21/07/2022;0,1176;
IFIX;22/07/2022;0,1175;
IFIX;25/07/2022;0,1175;
IFIX;26/07/2022;0,1174;
IFIX;27/07/2022;0,1177;
IFIX;28/07/2022;0,1174;
IFIX;29/07/2022;0,117;
IFIX;01/08/2022;0,1191;
IFIX;02/08/2022;0,1188;
IFIX;03/08/2022;0,1189;
IFIX;04/08/2022;0,1187;
IFIX;05/08/2022;0,1199;
IFIX;08/08/2022;0,1184;
IFIX;09/08/2022;0,1183;
IFIX;10/08/2022;0,1182;
IFIX;11/08/2022;0,1174;
IFIX;12/08/2022;0,1165;
IFIX;15/08/2022;0,1154;
IFIX;16/08/2022;0,1153;
IFIX;17/08/2022;0,115;
IFIX;18/08/2022;0,1147;
IFIX;19/08/2022;0,1148;
IFIX;22/08/2022;0,1144;
IFIX;23/08/2022;0,1144;
IFIX;24/08/2022;0,1146;
IFIX;25/08/2022;0,1144;
IFIX;26/08/2022;0,1142;
IFIX;29/08/2022;0,1138;
IFIX;30/08/2022;0,1135;
IFIX;31/08/2022;0,1078;
IFIX;01/09/2022;0,1136;
IFIX;02/09/2022;0,1136;
IFIX;05/09/2022;0,1138;
IFIX;06/09/2022;0,1139;
IFIX;08/09/2022;0,1129;
IFIX;09/09/2022;0,1139;
IFIX;12/09/2022;0,1136;
IFIX;13/09/2022;0,1138;
IFIX;14/09/2022;0,1147;
IFIX;15/09/2022;0,1144;
IFIX;16/09/2022;0,1143;
IFIX;19/09/2022;0,1146;
IFIX;20/09/2022;0,1144;
IFIX;21/09/2022;0,1144;
IFIX;22/09/2022;0,1142;
IFIX;23/09/2022;0,1143;
IFIX;26/09/2022;0,1145;
IFIX;27/09/2022;0,1147;
IFIX;28/09/2022;0,1148;
IFIX;29/09/2022;0,1149;
IFIX;30/09/2022;0,109;
IFIX;03/10/2022;0,1146;
IFIX;04/10/2022;0,1145;
IFIX;05/10/2022;0,1148;
IFIX;06/10/2022;0,1144;
IFIX;07/10/2022;0,1127;
IFIX;10/10/2022;0,114;
IFIX;11/10/2022;0,1134;
IFIX;13/10/2022;0,1136;
IFIX;14/10/2022;0,1148;
IFIX;17/10/2022;0,1151;
IFIX;18/10/2022;0,1149;
IFIX;19/10/2022;0,1152;
IFIX;20/10/2022;0,1148;
IFIX;21/10/2022;0,1146;
IFIX;24/10/2022;0,1149;
IFIX;25/10/2022;0,1149;
IFIX;26/10/2022;0,115;
IFIX;27/10/2022;0,1149;
IFIX;28/10/2022;0,1149;
IFIX;31/10/2022;0,1143;
IFIX;01/11/2022;0,1148;
IFIX;03/11/2022;0,115;
IFIX;04/11/2022;0,1149;
IFIX;07/11/2022;0,1151;
IFIX;08/11/2022;0,114;
IFIX;09/11/2022;0,1155;
IFIX;10/11/2022;0,1159;
IFIX;11/11/2022;0,1166;
IFIX;14/11/2022;0,1168;
IFIX;16/11/2022;0,1176;
IFIX;17/11/2022;0,1195;
IFIX;18/11/2022;0,119;
IFIX;21/11/2022;0,1195;
IFIX;22/11/2022;0,1197;
IFIX;23/11/2022;0,1199;
IFIX;24/11/2022;0,1201;
IFIX;25/11/2022;0,1202;
IFIX;28/11/2022;0,1204;
IFIX;29/11/2022;0,1203;
IFIX;30/11/2022;0,119;
IFIX;01/12/2022;0,1192;
IFIX;02/12/2022;0,1184;
IFIX;05/12/2022;0,1186;
IFIX;06/12/2022;0,119;
IFIX;07/12/2022;0,1189;
IFIX;08/12/2022;0,1195;
IFIX;09/12/2022;0,1193;
IFIX;12/12/2022;0,1194;
IFIX;13/12/2022;0,1208;
IFIX;14/12/2022;0,1217;
IFIX;15/12/2022;0,1224;
IFIX;16/12/2022;0,1226;
IFIX;19/12/2022;0,1238;
IFIX;20/12/2022;0,123;
IFIX;21/12/2022;0,1221;
IFIX;22/12/2022;0,1219;
IFIX;23/12/2022;0,1212;
IFIX;26/12/2022;0,1209;
IFIX;27/12/2022;0,1206;
IFIX;28/12/2022;0,1199;
IFIX;29/12/2022;0,1193;
IFIX;30/12/2022;;
IFIX;02/01/2023;0,1194;
IFIX;03/01/2023;0,1197;
IFIX;04/01/2023;0,12;
IFIX;05/01/2023;0,1198;
IFIX;06/01/2023;0,1199;
IFIX;09/01/2023;0,12;
IFIX;10/01/2023;0,1201;
IFIX;11/01/2023;0,1203;
IFIX;12/01/2023;0,1204;
IFIX;13/01/2023;0,1202;
IFIX;16/01/2023;0,1201;
IFIX;17/01/2023;0,1202;
IFIX;18/01/2023;0,1199;
IFIX;19/01/2023;0,1207;
IFIX;20/01/2023;0,1207;
IFIX;23/01/2023;0,1212;
IFIX;24/01/2023;0,1214;
IFIX;25/01/2023;0,1212;
IFIX;26/01/2023;0,1215;
IFIX;27/01/2023;0,1215;
IFIX;30/01/2023;0,1216;
IFIX;31/01/2023;0,1206;
IFIX;01/02/2023;0,1218;
IFIX;02/02/2023;0,1217;
IFIX;03/02/2023;0,1216;
IFIX;06/02/2023;0,1217;
IFIX;07/02/2023;0,1207;
IFIX;08/02/2023;0,1224;
IFIX;09/02/2023;0,1223;
IFIX;10/02/2023;0,1225;
IFIX;13/02/2023;0,1236;
IFIX;14/02/2023;0,1232;
IFIX;15/02/2023;0,123;
IFIX;16/02/2023;0,1236;
IFIX;17/02/2023;0,1229;
IFIX;22/02/2023;0,1227;
IFIX;23/02/2023;0,1229;
IFIX;24/02/2023;0,1225;
IFIX;27/02/2023;0,1223;
IFIX;28/02/2023;0,1223;
IFIX;01/03/2023;0,123;
IFIX;02/03/2023;0,1229;
IFIX;03/03/2023;0,1224;
IFIX;06/03/2023;0,1229;
IFIX;07/03/2023;0,1231;
IFIX;08/03/2023;0,1232;
IFIX;09/03/2023;0,1242;
IFIX;10/03/2023;0,1243;
IFIX;13/03/2023;0,1244;
IFIX;14/03/2023;0,1243;
IFIX;15/03/2023;0,1237;
IFIX;16/03/2023;0,1241;
IFIX;17/03/2023;0,1244;
IFIX;20/03/2023;0,1246;
IFIX;21/03/2023;0,1245;
IFIX;22/03/2023;0,1245;
IFIX;23/03/2023;0,1249;
IFIX;24/03/2023;0,1244;
IFIX;27/03/2023;0,1247;
IFIX;28/03/2023;0,1249;
IFIX;29/03/2023;0,1262;
IFIX;30/03/2023;0,1263;
IFIX;31/03/2023;0,1179;
IFIX;03/04/2023;0,1259;
IFIX;04/04/2023;0,1256;
IFIX;05/04/2023;0,1259;
IFIX;06/04/2023;0,1259;
IFIX;10/04/2023;0,1253;
IFIX;11/04/2023;0,1253;
IFIX;12/04/2023;0,1244;
IFIX;13/04/2023;0,1242;
IFIX;14/04/2023;0,1244;
IFIX;17/04/2023;0,1233;
IFIX;18/04/2023;0,1232;
IFIX;19/04/2023;0,1233;
IFIX;20/04/2023;0,1231;
IFIX;24/04/2023;0,1231;
IFIX;25/04/2023;0,1233;
IFIX;26/04/2023;0,1228;
IFIX;27/04/2023;0,1223;
IFIX;28/04/2023;0,121;
IFIX;02/05/2023;0,1141;
IFIX;03/05/2023;0,1205;
IFIX;04/05/2023;0,1199;
IFIX;05/05/2023;0,1193;
IFIX;08/05/2023;0,1189;
IFIX;09/05/2023;0,118;
IFIX;10/05/2023;0,1177;
IFIX;11/05/2023;0,1171;
IFIX;12/05/2023;0,1166;
IFIX;15/05/2023;0,1154;
IFIX;16/05/2023;0,1154;
IFIX;17/05/2023;0,1151;
IFIX;18/05/2023;0,1152;
IFIX;19/05/2023;0,1145;
IFIX;22/05/2023;0,1144;
IFIX;23/05/2023;0,1142;
IFIX;24/05/2023;0,1147;
IFIX;25/05/2023;0,1144;
IFIX;26/05/2023;0,1142;
IFIX;29/05/2023;0,1141;
IFIX;30/05/2023;0,1144;
IFIX;31/05/2023;0,114;
IFIX;01/06/2023;0,114;
IFIX;02/06/2023;0,1137;
IFIX;05/06/2023;0,1134;
IFIX;06/06/2023;0,1134;
IFIX;07/06/2023;0,1132;
IFIX;09/06/2023;0,1125;
IFIX;12/06/2023;0,1126;
IFIX;13/06/2023;0,1122;
IFIX;14/06/2023;0,1119;
IFIX;15/06/2023;0,1115;
IFIX;16/06/2023;0,1112;
IFIX;19/06/2023;0,1109;
IFIX;20/06/2023;0,1104;
IFIX;21/06/2023;0,1103;
IFIX;22/06/2023;0,1108;
IFIX;23/06/2023;0,1106;
IFIX;26/06/2023;0,1104;
IFIX;27/06/2023;0,1102;
IFIX;28/06/2023;0,1101;
IFIX;29/06/2023;0,1097;
IFIX;30/06/2023;0,1088;
IFIX;03/07/2023;0,1086;
IFIX;04/07/2023;0,1084;
IFIX;05/07/2023;0,1081;
IFIX;06/07/2023;0,1078;
IFIX;07/07/2023;0,1073;
IFIX;10/07/2023;0,1072;
IFIX;11/07/2023;0,1072;
IFIX;12/07/2023;0,1071;
IFIX;13/07/2023;0,1068;
IFIX;14/07/2023;0,1068;
IFIX;17/07/2023;0,1071;
IFIX;18/07/2023;0,107;
IFIX;19/07/2023;0,1073;
IFIX;20/07/2023;0,1073;
IFIX;21/07/2023;0,1069;
IFIX;24/07/2023;0,107;
IFIX;25/07/2023;0,107;
IFIX;26/07/2023;0,1073;
IFIX;27/07/2023;0,1074;
IFIX;28/07/2023;0,1071;
IFIX;31/07/2023;0,1065;
IFIX;01/08/2023;0,1069;
IFIX;02/08/2023;0,1067;
IFIX;03/08/2023;0,1064;
IFIX;04/08/2023;0,1059;
IFIX;07/08/2023;0,1066;
IFIX;08/08/2023;0,1055;
IFIX;09/08/2023;0,1057;
IFIX;10/08/2023;0,1054;
IFIX;11/08/2023;0,1052;
IFIX;14/08/2023;0,1054;
IFIX;15/08/2023;0,1054;
IFIX;16/08/2023;0,1054;
IFIX;17/08/2023;0,1056;
IFIX;18/08/2023;0,1055;
IFIX;21/08/2023;0,1057;
IFIX;22/08/2023;0,106;
IFIX;23/08/2023;0,1062;
IFIX;24/08/2023;0,1061;
IFIX;25/08/2023;0,1058;
IFIX;28/08/2023;0,1061;
IFIX;29/08/2023;0,106;
IFIX;30/08/2023;0,1055;
IFIX;31/08/2023;0,1053;
IFIX;01/09/2023;0,1056;
IFIX;04/09/2023;0,1049;
IFIX;05/09/2023;0,1049;
IFIX;06/09/2023;0,1047;
IFIX;08/09/2023;0,1041;
IFIX;11/09/2023;0,1045;
IFIX;12/09/2023;0,1044;
IFIX;13/09/2023;0,1045;
IFIX;14/09/2023;0,1044;
IFIX;15/09/2023;0,1037;
IFIX;18/09/2023;0,1037;
IFIX;19/09/2023;0,1035;
IFIX;20/09/2023;0,1037;
IFIX;21/09/2023;0,104;
IFIX;22/09/2023;0,1038;
IFIX;25/09/2023;0,1042;
IFIX;26/09/2023;0,1047;
IFIX;27/09/2023;0,1049;
IFIX;28/09/2023;0,1048;
IFIX;29/09/2023;0,104;
IFIX;02/10/2023;0,111;
IFIX;03/10/2023;0,1058;
IFIX;04/10/2023;0,106;
IFIX;05/10/2023;0,1062;
IFIX;06/10/2023;0,1061;
IFIX;09/10/2023;0,107;
IFIX;10/10/2023;0,1066;
IFIX;11/10/2023;0,107;
IFIX;13/10/2023;0,1063;
IFIX;16/10/2023;0,1059;
IFIX;17/10/2023;0,1061;
IFIX;18/10/2023;0,1062;
IFIX;19/10/2023;0,1066;
IFIX;20/10/2023;0,1065;
IFIX;23/10/2023;0,1064;
IFIX;24/10/2023;0,1072;
IFIX;25/10/2023;0,1073;
IFIX;26/10/2023;0,1075;
IFIX;27/10/2023;0,1071;
IFIX;30/10/2023;0,1071;
IFIX;31/10/2023;0,113;
IFIX;01/11/2023;0,1087;
IFIX;03/11/2023;0,1083;
IFIX;06/11/2023;0,1081;
IFIX;07/11/2023;0,1078;
IFIX;08/11/2023;0,1077;
IFIX;09/11/2023;0,1076;
IFIX;10/11/2023;0,1074;
IFIX;13/11/2023;0,108;
IFIX;14/11/2023;0,1073;
